title,year,mpaa,wealth,agency,core,music,inclusion,romance,rt_critic,rt_audience,revenue_musd,revenue_adj_musd,icon,commentary,total,tier,segment,critic_minus_audience,safe_bet_index
Alice in Wonderland,1951,,22,9,8,8,5,6,,,,,,"{""overall"": ""Alice is a curious, imaginative girl from a comfortable but unexamined upper-class English background whose Wonderland adventure is largely reactive — she stumbles from encounter to encounter rather than driving toward a goal. The emotional core is a breezy fantasy-adventure about curiosity and belonging rather than anything deeply felt, and the story resolves by waking up, not by Alice solving anything meaningful."", ""wealth"": ""Alice is clearly upper-class English gentry (governess, leisure, prim dress) and this status is unexamined and unremarked upon — it does narrative work in establishing her 'proper' sensibility against Wonderland's chaos, landing near the Cars band of unexamined born-into status rather than the ordinary-protagonist band."", ""agency"": ""Alice makes choices and pursues her curiosity throughout, but the resolution is essentially a chase/escape that ends in waking — she does not solve Wonderland's problems or her own through a decisive act, placing her in the luck-heavy/shared-solving band."", ""core"": ""The emotional substance is standard adventure-and-curiosity beats — a child wanting to belong and finding the fantasy world maddening — real but thin, without the grief, identity, or fear-vs-love depth of the top band."", ""music"": ""The film features several original songs ('In a World of My Own,' 'The Unbirthday Song,' 'Painting the Roses Red') that carry character and atmosphere but are episodic rather than structurally load-bearing across the whole narrative."", ""inclusion"": ""Band 4/10 (Passive Exclusion): The world is a homogeneous fantasy populated by eccentric British archetypes with no meaningful representation or inclusion lesson; no active harm but a clear missed opportunity."", ""romance"": ""Romance is entirely absent from the story — Alice's goal is curiosity and escape, not being chosen — scoring the full 6.""}",58,C,kids,,
Hotel Transylvania,2012,PG,20,12,11,4,8,3,45.0,71.0,358.0,494.0,,"{""overall"": ""Dracula's hotel and daughter-of status; overprotective-dad core; human-monster prejudice dissolved earns inclusion; 'zing' is destined-love mechanics."", ""wealth"": ""Dracula's hotel; daughter-of status"", ""agency"": ""Mavis constrained; Jonathan wanders in"", ""core"": ""Overprotective dad, decent"", ""music"": ""Grating finale rap"", ""inclusion"": ""Band 8/10 (strong, secondary): human-monster prejudice dissolved on both sides"", ""romance"": ""The zing is destined-love mechanics""}",58,C,kids,,
Willy Wonka & the Chocolate Factory,1971,G,15,12,13,8,3,6,91.0,87.0,4.0,30.0,,"{""overall"": ""Poor honest kid but the ending is INHERITING THE FACTORY: virtue rewarded with wealth ascension; Pure Imagination; Oompa Loompa colonial subtext unexamined."", ""wealth"": ""Poor honest kid inherits the factory; ascension as reward"", ""agency"": ""Passes the test by honesty"", ""core"": ""Integrity rewarded... with wealth"", ""music"": ""Pure Imagination"", ""inclusion"": ""Band 3/10 (harmful othering present): the Oompa Loompas: an imported, unpaid, othered workforce played as whimsy; colonial subtext present and unexamined"", ""romance"": ""None""}",57,C,kids,,
Norm of the North,2016,PG,26,12,5,3,5,6,9.0,27.0,30.0,39.0,,"{""overall"": ""Heir-to-the-Arctic polar bear; hollow core; widely considered among the worst animated films - included as a calibration point."", ""wealth"": ""Heir to the Arctic"", ""agency"": ""Norm bumbles"", ""core"": ""Hollow"", ""music"": ""Grating"", ""inclusion"": ""Band 5/10 (neutral): token gestures; neutral"", ""romance"": ""None""}",57,C,kids,,
Pinocchio,1940,,15,8,13,10,4,6,,,,,,"{""overall"": ""Pinocchio is a morality tale about earning humanity through virtue, but the reward — literally becoming a real boy, a transformation granted by a fairy — is ultimately bestowed rather than fully self-made, and the protagonist's agency is repeatedly overwhelmed by rescue and magical intervention. The emotional core around honesty, temptation, and belonging is genuine if somewhat didactic, and the songs are among the most story-integrated in Disney's canon."", ""wealth"": ""Geppetto is a humble craftsman with no status, and the story's reward is personhood/belonging rather than wealth or status ascension — but the transformation is gifted by the Blue Fairy rather than earned through a depicted grind, placing it in the Willy Wonka range: a poor honest protagonist whose prize is still externally bestowed, scoring around 15."", ""agency"": ""Pinocchio makes choices throughout but is repeatedly rescued — Jiminy Cricket guides him, the Blue Fairy intervenes multiple times, and the climactic escape from Monstro is self-initiated but luck-heavy; this is a shared/luck-assisted solve rather than a clean protagonist victory."", ""core"": ""The story carries real substance around honesty, temptation, and the desire to belong and be 'real,' but the arc is episodic and the emotional beats are more illustrative than deeply felt — real substance, simpler arc."", ""music"": ""Songs like 'When You Wish Upon a Star,' 'Give a Little Whistle,' and 'I've Got No Strings' are original, iconic, and directly carry character and theme — full marks."", ""inclusion"": ""Band 4/10 (Passive Exclusion): The world is a homogeneous European village presented as default; no harmful stereotyping rises to active harm, but there is a missed opportunity and passive exclusion throughout."", ""romance"": ""Romance is entirely absent from the narrative; the central relationship is paternal, scoring full marks.""}",56,C,kids,,
Lady and the Tramp,1955,,22,10,13,8,2,0,,,,,,"{""overall"": ""Lady and the Tramp is a gentle romance whose structural reward is explicitly being-chosen and domestication; Lady's arc ends with Tramp absorbed into bourgeois household comfort, and the story's emotional substance is real but modest. The film is significantly damaged by the Siamese cat sequence, which encodes harmful ethnic stereotyping as spectacle."", ""wealth"": ""Lady belongs to a comfortable middle-class household from birth and the story's endorsed endpoint is Tramp joining that domestic comfort — status is unexamined and the reward is settling into an established home, landing near the Cars band (20) but slightly higher because Tramp does undergo a genuine character change rather than pure inheritance."", ""agency"": ""Lady and Tramp both make meaningful choices — she escapes the pound, he rescues the baby — but the climax (Tramp killing the rat) is the key act of agency and it is genuinely his own; however Lady spends much of the middle act being acted upon (muzzled, impounded, rescued), splitting the agency enough to fall below the strong band."", ""core"": ""The film has real emotional substance about belonging, freedom vs. domesticity, and what it means to be loved and trusted — Tramp's arc from stray to family member carries genuine feeling — but it is simpler and less layered than the top band."", ""music"": ""The film features original songs ('Bella Notte,' 'He's a Tramp,' 'The Siamese Cat Song') that do carry story and character, but the catalogue is thin and uneven, placing it in the strong-with-gaps band."", ""inclusion"": ""Band 2/10 (Harmful stereotyping present in the text): The Siamese cat sequence ('The Siamese Cat Song') uses exaggerated Asian vocal caricature and visual coding to represent scheming, destructive foreigners — this is textbook harmful ethnic othering embedded in the narrative, not merely passive absence."", ""romance"": ""Being chosen, domesticated, and coupled is explicitly the structural reward for both protagonists — Tramp's entire arc resolves in marriage and puppies, and Lady's happiness is defined by romantic partnership, placing this squarely at 0.""}",55,C,kids,,
Wish,2023,,14,13,8,8,7,5,,,,,,"{""overall"": ""Wish is a Disney centennial celebration built around a royal-adjacent protagonist whose specialness is partly innate (she alone can see Star, she alone resists Magnifico) and whose emotional arc is thin — more about defeating a villain than excavating a genuine internal wound. The structure endorses community solidarity over individual status-climbing, which keeps it out of the lowest bands, but the story never earns the depth it gestures toward."", ""wealth"": ""Asha is a commoner but her specialness is narratively innate — she uniquely perceives Star and is uniquely resistant to Magnifico's corruption — placing her in the royal-but-burdened / born-into-specialness band (16-20 range); the kingdom setting does narrative work but the reward is liberation of the community rather than status ascension, so 16 rather than lower."", ""agency"": ""Asha drives the central plan and makes the key choices, but the literal magical agent (Star) does much of the heavy lifting in the climax, and the community rallies to assist; this is strong-but-split, landing at 13."", ""core"": ""The film gestures at themes of dreams, hope, and institutional power corrupting good intentions, but these remain surface-level; the emotional core never achieves the honest interiority of grief or identity that earns 17, settling into standard adventure/thematic beats closer to 8."", ""music"": ""Original songs by Julia Michaels are present and attempt to carry story beats ('This Wish,' 'At All Costs'), but they are broadly considered weak and forgettable compared to Disney's best; strong songs with notable gaps earns 8."", ""inclusion"": ""Band 7/10 (Meaningful representation, not the lesson): The kingdom of Rosas is visually diverse with a Mediterranean/Spanish-influenced setting and a multicultural ensemble cast, and this representation feels intentional, but anti-prejudice is not the film's lesson."", ""romance"": ""A romantic subplot with Asha and Hal exists but is entirely peripheral and never framed as the prize or resolution; the story ends on community triumph, not romantic union, earning a 6.""}",55,C,kids,,
The Black Cauldron,1985,,22,10,9,4,5,4,,,,,,"{""overall"": ""The Black Cauldron is a dark, earnest fantasy adventure that largely fails to cohere emotionally or structurally. Taran is a farm-boy assistant pig-keeper with modest aspirations to heroism, but the story repeatedly rescues him through external agents — the cauldron is ultimately neutralized by Gurgi's self-sacrifice, not Taran's choices — and the emotional core never deepens beyond surface-level adventure beats."", ""wealth"": ""Taran is a commoner with no inherited status or wealth; his goal is to prove himself as a warrior, not to ascend socially, placing him near the 20-band but slightly above because his ordinariness is genuine and the story does not endorse status as a reward — he ends up back where he started, which is closer to the 20-25 range than the Cars band."", ""agency"": ""Taran makes choices and drives the quest, but the climax is resolved by Gurgi's sacrifice and the witches' intervention, not by Taran's own decisive action — this is a split/luck-assisted resolution landing in the 8-13 range; torn between the two, the lower band applies because the key cauldron-destruction moment is not his."", ""core"": ""The story gestures at themes of humility, true heroism versus glory-seeking, and selfless sacrifice (Gurgi), but these are underdeveloped and delivered through plot mechanics rather than genuine emotional excavation — standard adventure beats with a thin thematic veneer."", ""music"": ""There are no memorable original songs; the film relies almost entirely on Elmer Bernstein's orchestral score with no diegetic or narrative-carrying songs, placing it below even the score-only band of 5 due to the score's limited emotional impact."", ""inclusion"": ""Band 5/10 (Neutral): The cast is a generic fantasy ensemble with no real-world group representation, no prejudice lesson, and no active harm — a neutral non-human-adjacent fantasy world that neither teaches inclusion nor causes harm."", ""romance"": ""A mild romantic thread between Taran and Eilonwy is present but entirely incidental and unresolved — it is not the prize or the point of the story, but it is present enough to preclude a 6; it sits closer to a weak 3 but the imbalance toward adventure over romance keeps it from a full 3.""}",54,C,kids,,
Tangled,2010,PG,10,15,13,9,4,3,89.0,88.0,592.0,858.0,,"{""overall"": ""Lost-princess-restored: status is the birthright reveal; Rapunzel has real agency; abusive-parent core (Gothel) has substance; romance heavy."", ""wealth"": ""Lost-princess-restored birthright"", ""agency"": ""Rapunzel drives her own escape"", ""core"": ""The abusive parent (Gothel) has real substance"", ""music"": ""Strong songs"", ""inclusion"": ""Band 4/10 (homogeneous default / missed opportunity): homogeneous kingdom as default; nothing taught"", ""romance"": ""Romance heavy; prize-adjacent both ways""}",54,C,kids,,
The Santa Clause,1994,,10,13,13,5,5,6,,,,,,"{""overall"": ""The Santa Clause is a fantasy comedy in which an ordinary divorced dad accidentally inherits the most powerful gift-giving role in the world by contractual obligation — the ultimate unearned ascension. The emotional core about a father reconnecting with his son is genuine and warm, but the structural reward is literally inheriting a magical empire, wealth, and global status through a clause in a contract rather than any earned merit."", ""wealth"": ""Scott Calvin does nothing to earn Santa's role — he falls into it via a legal loophole after a man dies on his roof; the endorsed reward is inheriting the North Pole operation, magical powers, and global status, placing this firmly near the 'status ascension as endorsed reward' end of the spectrum, closer to Willy Wonka territory (a lucky ordinary person who inherits a magical enterprise)."", ""agency"": ""Scott makes choices — he resists, then accepts, then fights to keep his son's belief — but the transformation is largely destiny-driven and compelled by the Clause itself rather than freely chosen striving, landing in the strong-but-destiny-assisted band."", ""core"": ""The real story underneath is a divorced father proving his love and rebuilding his relationship with his son Charlie, which is a genuine and emotionally resonant arc, though it is simpler and more sitcom-adjacent than the deepest examples in this band."", ""music"": ""The film uses a score and a handful of incidental holiday songs but has no original narrative-carrying songs; score-only band applies."", ""inclusion"": ""Band 5/10 (Neutral): The cast is largely homogeneous and suburban; no group is harmed and no inclusion lesson is taught — a neutral non-event."", ""romance"": ""Romance is entirely absent from the narrative structure; Scott's ex-wife is a source of conflict, not a prize, and no romantic reward is endorsed.""}",52,C,kids,,
Shark Tale,2004,PG,18,13,8,5,4,3,36.0,44.0,374.0,628.0,,"{""overall"": ""Lie-your-way-to-fame plot; celebrity worship mostly indulged before a late walk-back; status IS the aspiration."", ""wealth"": ""Lie-your-way-to-fame; status is the aspiration"", ""agency"": ""Oscar schemes, then confesses"", ""core"": ""Thin"", ""music"": ""Licensed"", ""inclusion"": ""Band 4/10 (homogeneous default / missed opportunity): urban-coded species stereotyping criticized on release; passive rather than celebrated"", ""romance"": ""A two-women triangle; iffy""}",51,C,kids,,
The Lorax,2012,,8,13,13,8,5,3,,,,,,"{""overall"": ""The Lorax is a film where the protagonist Ted matters primarily because he is the chosen boy who will restore the world, and the villain O'Hare has built an entire economy around artificial air — status and wealth ascension are central to the antagonist's arc and the story's reward structure leans toward Ted winning Audrey's affection and the town's adulation. The environmental message is real but the narrative structure undermines it by making Ted's motivation initially romantic and his success feel destiny-adjacent rather than earned through genuine grind."", ""wealth"": ""O'Hare's monopoly on bottled air is explicitly critiqued as hollow and corrupt, but Ted's reward includes social elevation and romantic payoff in a town that celebrates him — the story does not fully escape endorsing a status-ascension outcome, landing it near the 0-16 band rather than the 30+ critique band."", ""agency"": ""Ted makes active choices and drives the plot forward, but the Once-ler's backstory does much of the thematic heavy lifting and the Lorax himself frames the moral stakes — agency is strong but meaningfully split across characters."", ""core"": ""The environmental stewardship message is genuine and the Once-ler's arc carries real regret and consequence, but the emotional core is simpler and more didactic than deeply personal, landing closer to the 13 band than 17."", ""music"": ""Original songs are present and do narrative work (e.g., 'How Bad Can I Be?' effectively characterizes the Once-ler's moral decline) but several numbers feel more like spectacle than story-carriers, placing this in the strong-with-gaps band."", ""inclusion"": ""Band 5/10 (Neutral): The cast is largely non-human or a generic small-town ensemble with no harmful stereotyping but no meaningful inclusion lesson either — purely neutral."", ""romance"": ""Audrey is Ted's motivation but she is a character with her own passion (trees), and the romance is present but secondary to the environmental plot — balanced rather than the prize.""}",50,C,kids,,
Robin Hood,1973,G,8,13,13,8,5,3,58.0,81.0,33.0,190.0,,"{""overall"": ""The 1973 Disney animated Robin Hood is fundamentally a story about a folk hero whose entire identity is tied to noble birth (he is literally a fox of aristocratic lineage reclaiming a world of lords and kings), and the endorsed reward is restoring the monarchy and marrying Maid Marian — a princess. The emotional core has genuine warmth around justice for the poor, but the structural logic is deeply status-driven."", ""wealth"": ""Robin is a nobleman-outlaw whose heroism is inseparable from his aristocratic identity, and the climax restores royal order under King Richard — status ascension and monarchical legitimacy are the endorsed reward, placing this firmly near the bottom of the scale; scored slightly above Cinderella/Aladdin because Robin does perform active deeds rather than simply being elevated by birth alone."", ""agency"": ""Robin drives most of his own plans — the archery tournament gambit, the jailbreak — but the final resolution depends heavily on King Richard's timely return to impose justice, splitting the solving between Robin's agency and deus-ex-monarch rescue."", ""core"": ""There is a genuine theme of justice for the oppressed poor versus corrupt authority, which gives the film real substance, but it is relatively simple and never deepens into identity or grief territory."", ""music"": ""Roger Miller's folk-country songs ('Oo-de-lally', 'Not in Nottingham') carry mood and narrative efficiently but are few in number and leave large stretches of score-only storytelling."", ""inclusion"": ""Band 5/10 (Neutral): The all-animal cast sidesteps human demographic representation entirely; no group is harmed or stereotyped in a meaningful way, but no inclusion lesson is taught either."", ""romance"": ""Maid Marian is a prize and the marriage at the end is a celebrated reward, but Robin's primary motivation throughout is justice for the poor rather than winning her hand, making it present-but-balanced rather than the sole prize.""}",50,C,kids,,
Space Jam,1996,PG,14,12,6,6,5,6,44.0,63.0,250.0,505.0,,"{""overall"": ""Celebrity worship as the entire premise - Jordan's greatness is innate and adored; thin core; iconic licensed soundtrack."", ""wealth"": ""Celebrity worship as premise; innate greatness adored"", ""agency"": ""Jordan wins because he is Jordan"", ""core"": ""Thin"", ""music"": ""Iconic licensed soundtrack"", ""inclusion"": ""Band 5/10 (neutral): neutral"", ""romance"": ""None""}",49,C,kids,,
Beauty and the Beast,1991,G,8,12,13,10,5,1,93.0,92.0,440.0,1025.0,,"{""overall"": ""Belle common but ending is princesshood-as-reward and castle restored; climax is two men fighting over her; mob scene critiques fear-of-different; captor-captive romance frame."", ""wealth"": ""Ends in princesshood and a restored castle"", ""agency"": ""Belle chooses captivity, then is fought over"", ""core"": ""Look past appearances; the captor frame complicates it"", ""music"": ""The title song; Be Our Guest"", ""inclusion"": ""Band 5/10 (neutral): the mob scene genuinely critiques fear-of-the-different; homogeneous world otherwise; nets neutral"", ""romance"": ""Captor-captive frame; near zero""}",49,C,kids,,
Annie,1982,PG,6,13,11,9,4,6,53.0,74.0,57.0,188.0,,"{""overall"": ""Orphan adopted by a BILLIONAIRE - warmth wins Warbucks over but the resolution is wealth ascension as reward for spunk; strong songbook."", ""wealth"": ""Orphan to billionaire's ward; ascension as reward for spunk"", ""agency"": ""Annie's grit is real"", ""core"": ""Hard-knock life; warmth wins Warbucks over"", ""music"": ""Tomorrow"", ""inclusion"": ""Band 4/10 (homogeneous default / missed opportunity): Depression poverty as backdrop; homogeneous default"", ""romance"": ""None""}",49,C,kids,,
Minions: The Rise of Gru,2022,,8,13,8,8,5,6,,,,,,"{""overall"": ""The film is a prequel origin story about a young Gru aspiring to become a supervillain, with status and villainous ascension as the explicit endorsed reward — he earns his place among the Vicious 6 and establishes himself as a criminal mastermind. The emotional beats are light and the core is largely about being chosen/validated as 'villain enough,' which drags multiple dimensions down. The Minions provide comic chaos but the structural endorsement is squarely on status-climbing."", ""wealth"": ""Gru's entire arc is about ascending to supervillain status and being recognized as special/powerful; while he works for it, the endorsed reward is criminal prestige and being 'chosen' by the villain world, landing this firmly in the low band — closer to Aladdin/Scarface territory than a livelihood arc."", ""agency"": ""Gru drives most of his own plot through scheming and determination, but the Minions independently rescue him at key moments and the resolution is substantially shared between Gru and his loyal henchmen, placing this in the strong-but-split band."", ""core"": ""The emotional underpinning is a standard 'believe in yourself / found family' arc between Gru and the Minions, which is functional but thin — standard adventure/friendship beats without the depth of grief, identity, or fear-vs-love that would push it higher."", ""music"": ""The film uses a licensed 1970s funk/soul soundtrack (Santana, Kool & the Gang, etc.) prominently and stylishly, plus some original score; the diegetic period music is a genuine storytelling device but there are no original narrative songs, placing it in the strong-licensed-soundtrack band."", ""inclusion"": ""Band 5/10 (Neutral): The cast is a mix of human and non-human characters with no meaningful representation lesson and no group harmed; the world is presented as a colorful but essentially neutral backdrop."", ""romance"": ""Romance is entirely absent from the narrative; Gru is a child and no romantic subplot exists, earning the full subverted/absent score.""}",48,C,kids,,
The Lion King,1994,G,4,13,14,10,2,5,93.0,93.0,968.0,2072.0,,"{""overall"": ""Divine right of kings as cosmic order - rain returns when correct bloodline rules; grief/guilt core genuinely strong; hyenas are a coded excluded underclass whose exclusion the happy ending restores; Nala is an equal."", ""wealth"": ""The divine right of kings as cosmic order"", ""agency"": ""Returns by choice; destiny does the rest"", ""core"": ""Grief and guilt, genuinely strong"", ""music"": ""Untouchable"", ""inclusion"": ""Band 2/10 (harmful othering present): the hyenas: a hungry underclass excluded by decree, urban-coded against a royal court, and the happy ending restores their exclusion"", ""romance"": ""Nala is an equal""}",48,C,kids,,
Oliver & Company,1988,,8,10,10,8,4,6,,,,,,"{""overall"": ""Oliver & Company is a loose Dickens adaptation where a stray kitten's journey ends with him being adopted into a wealthy family — status ascension via adoption into wealth is the explicit endorsed reward, unexamined and unearned. The emotional core has some genuine belonging/loneliness beats but they are thin, and the gang of street dogs is ultimately discarded as a lifestyle rather than celebrated. The film sits firmly in the low-wealth band because the narrative resolution is Oliver leaving poverty for a rich girl's mansion, presented as unambiguously good."", ""wealth"": ""The story's endorsed reward is Oliver being permanently adopted into Jenny's wealthy household — ascension into wealth and status is the climax's payoff, placing this near the Cinderella/Aladdin band; scored slightly above 0 because Oliver is a kitten (not a person seeking status) and the framing is 'love and belonging' rather than pure status hunger, but the structural outcome is identical."", ""agency"": ""Oliver makes some choices (returning to Fagin's gang, then choosing Jenny) but the climax is largely resolved by Dodger and the gang rescuing him and Jenny, and Sykes is defeated by an external accident (train); agency is split and luck-assisted, landing between the strong and luck-heavy bands."", ""core"": ""There is a real loneliness/belonging thread — Oliver as an unwanted orphan seeking a home — but it is handled superficially and resolved by wealth rather than earned connection, keeping it below the 'deep honest core' band."", ""music"": ""The film features several original songs ('Why Should I Worry,' 'Perfect Isn't Easy,' 'Streets of Gold') that carry character and mood, but the songwriting is uneven and not all songs advance the story meaningfully, placing it in the strong-with-gaps band."", ""inclusion"": ""Band 4/10 (Passive exclusion / homogeneous world as default): The villain Sykes and his henchmen lean on crime-underworld stereotyping, and the world is largely presented as a default New York without meaningful representation or anti-prejudice content; no active degradation but no inclusion lesson either."", ""romance"": ""Romance is entirely absent from the narrative; the central relationship is a child-and-pet bond, scoring the maximum.""}",46,C,kids,,
The Parent Trap,1998,,8,13,13,5,4,3,,,,,,"{""overall"": ""The 1998 Parent Trap is a charming but structurally wealth-saturated film: the twins are born into considerable privilege (Napa Valley vineyard, London fashion world), and the story's resolution rewards them with reunited wealthy parents and the defeat of a gold-digging social climber — status is both the backdrop and the prize. The emotional core around family reunion is genuine but the narrative is firmly anchored in an upper-class world presented as aspirational and unexamined."", ""wealth"": ""The twins are born into significant inherited wealth (vineyard estate, fashion empire) that does substantial narrative work — the setting, the stakes, and the villain's motivation all hinge on this status, which is never critiqued; this lands well below the 20-band, closer to the 'born-into greatness, unexamined' territory with status ascension (restoring the wealthy family unit) as the endorsed reward."", ""agency"": ""The twins are the architects of the reunion scheme and execute it with real ingenuity, but the ultimate resolution depends heavily on the parents' adult choices and the convenient collapse of the antagonist, splitting credit enough to land in the strong-but-diluted band."", ""core"": ""There is real emotional substance in the twins' longing for the missing parent and the ache of a fractured family, but it is delivered with a light comic touch that keeps it from reaching the deeper grief or identity excavation of the top band."", ""music"": ""The film uses a licensed/score-based soundtrack with some diegetic music moments (the camp guitar scene) but no original story-carrying songs, placing it firmly in the score/licensed band."", ""inclusion"": ""Band 4/10 (Passive exclusion): The world of the film is almost entirely white and wealthy, presented as default and aspirational with no meaningful representation or lesson; the villain is coded as a scheming social climber in ways that reinforce rather than challenge class prejudice."", ""romance"": ""Parental romance is central to the plot's resolution but is balanced against the children's family-reunion goal rather than being framed as the prize for the protagonist, landing in the middle band.""}",46,C,kids,,
The Emperor's New Groove,2000,,4,13,13,5,5,6,,,,,,"{""overall"": ""Kuzco begins as a spoiled emperor whose arc is about learning humility, but the story's structural endpoint is his restoration to the throne — inherited absolute power is the endorsed reward, even if he's nicer about it now. The emotional core is genuine (selfishness-to-empathy) and Pacha is a strong co-protagonist, diluting Kuzco's agency at key moments."", ""wealth"": ""Kuzco is born emperor, loses the throne, and regains it — the narrative reward is literally the restoration of inherited supreme status; this lands squarely in the 0–5 band alongside The Lion King and Aladdin, with a tiny bump for the comedic self-awareness that slightly undercuts the grandeur."", ""agency"": ""Kuzco makes the key moral choices that drive the resolution, but Pacha does enormous narrative lifting — rescuing him repeatedly, devising plans, and physically saving him — pushing this into the strong-but-split band rather than a clean 17."", ""core"": ""The film has a real and honest arc about ego, empathy, and what it means to see other people as people; it's lighter in tone than Coco or Inside Out but substantially more than standard adventure beats, landing in the 13 band."", ""music"": ""The film has a handful of Tom Jones bookend songs and a score, but songs do not carry the story — this is effectively a score-plus-licensed-track film sitting at the 5 band."", ""inclusion"": ""Band 5/10 (Neutral): The cast is a non-realistic Incan-flavored fantasy world with no meaningful prejudice lesson and no active harm; it neither teaches inclusion nor stereotypes harmfully in a way that drives the text."", ""romance"": ""Romance is entirely absent from the plot and never framed as a goal or reward for any character.""}",46,C,kids,,
Aladdin,1992,G,5,15,10,10,2,2,95.0,92.0,504.0,1139.0,,"{""overall"": ""Street-rat-to-prince: ascension is the reward, slightly offset by diamond-in-the-rough thread; Jasmine says not-a-prize but plot treats her as one; Orientalist edges."", ""wealth"": ""Street rat to prince; ascension is the reward"", ""agency"": ""Clever and self-reliant"", ""core"": ""Be yourself, diluted by the lie plot"", ""music"": ""Friend Like Me; A Whole New World"", ""inclusion"": ""Band 2/10 (harmful othering present): Orientalist caricature in the text (the original 'barbaric' lyric, coded villain design); harmful stereotyping present"", ""romance"": ""Jasmine says not-a-prize; the plot disagrees""}",44,D,kids,,
Casper,1995,,10,8,13,5,5,3,,,,,,"{""overall"": ""Casper is a film where the central reward is literally inheriting a vast haunted mansion — Whipstaff Manor is the explicit prize Carrigan pursues and which Kat's family occupies — and Casper's specialness is entirely a function of his ghostly birth-state, not anything he earns. The emotional core around grief and belonging is genuine and touching, but the structural scaffolding is built on inherited wealth and status as the story's engine."", ""wealth"": ""The mansion is the story's MacGuffin and ultimate prize; Kat's father is hired specifically to access it, and Casper's identity is inseparable from his born-into ghostly aristocracy in that estate — this is closer to the 'unexamined born-into greatness' band (20) but the mansion-as-status-reward and Casper's passive specialness push it down toward the 0–16 range; scored 10 because status ascension (occupying the manor) is the structural reward, though it is not quite as nakedly endorsed as Cinderella."", ""agency"": ""Kat and Casper both take meaningful actions at the climax, but the resolution depends heavily on a convenient wish-granting mechanism and adult intervention (Dr. Harvey's ghost, the Lazarus machine), placing this in the luck-heavy/shared-solving band."", ""core"": ""There is real emotional substance — Casper's grief over his lost childhood and Kat's grief over her dead mother give the film genuine heart — but it is simpler and less rigorously developed than the top-tier examples, landing in the 'real substance, simpler arc' band."", ""music"": ""The film relies primarily on James Horner's orchestral score with no original story-carrying songs; the 'Remember Me This Way' end-credits song is peripheral to the narrative."", ""inclusion"": ""Band 5/10 (Neutral): The cast is largely homogeneous and inclusion is neither taught nor harmed; non-human characters (ghosts) dominate the supernatural side, making this a passive-neutral entry."", ""romance"": ""A tentative proto-romance between Casper and Kat is present and sweet but is clearly secondary and unresolved — not a prize-as-marriage structure, landing in the balanced middle band.""}",44,D,kids,,
Anastasia,1997,,4,13,13,10,4,0,,,,,,"{""overall"": ""Anastasia is structurally a lost-princess story whose entire engine is the revelation and restoration of royal identity — the endorsed reward is literally reclaiming aristocratic birthright and marrying a handsome con-man-turned-prince-consort. The emotional core about memory and belonging has genuine warmth, but it is ultimately in service of status restoration rather than independent of it."", ""wealth"": ""The story's climax and reward is Anastasia reclaiming her identity as a Romanov princess and choosing a life of wealth and status; even though she 'chooses love over the crown,' she still ends up with both — this is squarely in the 0–5 band alongside Cinderella and Aladdin where status ascension (or restoration) is the endorsed outcome."", ""agency"": ""Anastasia makes meaningful choices — she chooses to go to Paris, she confronts Rasputin at the climax herself, and she ultimately chooses her own path over the Empress's wishes — but Dimitri's intervention and the magical/supernatural elements dilute her sole ownership of the resolution, placing her in the strong-but-split band."", ""core"": ""There is a real emotional arc about identity, memory, and belonging — 'who am I and where do I come from?' — that gives the film genuine substance beyond pure adventure, though it is somewhat undermined by the romance and status-restoration framing."", ""music"": ""The score features original songs ('Journey to the Past,' 'Once Upon a December,' 'In the Dark of the Night') that directly carry character motivation and story momentum, earning the top band."", ""inclusion"": ""Band 4/10 (Passive Exclusion): The film presents an almost entirely white European aristocratic world as default with no meaningful representation or inclusion lesson; the villain is coded as supernaturally 'other' but this does not rise to active harmful stereotyping — it is passive homogeneity and missed opportunity."", ""romance"": ""Being chosen by and ending up with Dimitri — sailing away together — is explicitly the film's final image and endorsed reward, making romance/being-chosen the prize in the Cinderella/Little Mermaid band.""}",44,D,kids,,
